1.06 12:13:26:32 Нийт:78 X:36 W:43 5.2592307692307685 ---
1.87 12:13:26:48 Нийт:79 X:37 W:43 5.216329113924051 ---
9.26 12:13:27:17 Нийт:80 X:37 W:44 5.266875 +++
1.35 12:13:27:31 Нийт:81 X:38 W:44 5.218518518518518 ---
1.08 12:13:27:43 Нийт:82 X:39 W:44 5.168048780487805 ---
1.19 12:13:27:57 Нийт:83 X:40 W:44 5.12012048192771 ---
2.48 12:13:28:15 Нийт:84 X:40 W:45 5.088690476190476 +++
1.7 12:13:28:31 Нийт:85 X:41 W:45 5.048823529411765 ---
7.18 12:13:28:57 Нийт:86 X:41 W:46 5.073604651162791 +++
1.13 12:13:29:10 Нийт:87 X:42 W:46 5.028275862068965 ---
1.52 12:13:29:25 Нийт:88 X:43 W:46 4.988409090909091 ---
1.13 12:13:29:38 Нийт:89 X:44 W:46 4.94505617977528 ---
2.08 12:13:29:55 Нийт:90 X:44 W:47 4.913222222222221 +++
3.34 12:13:30:15 Нийт:91 X:44 W:48 4.895934065934065 +++
10.81 12:13:30:45 Нийт:92 X:44 W:49 4.960217391304347 +++
16.39 12:13:31:21 Нийт:93 X:44 W:50 5.0831182795698915 +++
22.5 12:13:32:1 Нийт:94 X:44 W:51 5.268404255319148 +++
5.76 12:13:32:25 Нийт:95 X:44 W:52 5.27357894736842 +++
1.43 12:13:32:40 Нийт:96 X:45 W:52 5.233541666666666 ---
2.05 12:13:32:57 Нийт:97 X:45 W:53 5.200721649484535 +++
1.1 12:13:33:9 Нийт:98 X:46 W:53 5.1588775510204075 ---
3.3 12:13:33:29 Нийт:99 X:46 W:54 5.140101010101009 +++
14.01 12:13:34:3 Нийт:100 X:46 W:55 5.2288 +++
2.54 12:13:34:21 Нийт:101 X:46 W:56 5.202178217821782 +++
24.95 12:13:35:3 Нийт:102 X:46 W:57 5.39578431372549 +++
1.09 12:13:35:15 Нийт:103 X:47 W:57 5.353980582524272 ---
1.66 12:13:35:31 Нийт:104 X:48 W:57 5.318461538461539 ---
1.78 12:13:35:47 Нийт:105 X:49 W:57 5.284761904761904 ---
1.81 12:13:36:3 Нийт:106 X:50 W:57 5.251981132075471 ---
1.2 12:13:36:16 Нийт:107 X:51 W:57 5.21411214953271 ---
1 12:13:36:27 Нийт:108 X:52 W:57 5.175092592592592 ---
1.51 12:13:36:42 Нийт:109 X:53 W:57 5.141467889908257 ---
24.49 12:13:37:23 Нийт:110 X:53 W:58 5.317363636363636 +++
1.4 12:13:37:38 Нийт:111 X:54 W:58 5.282072072072071 ---
1.6 12:13:37:53 Нийт:112 X:55 W:58 5.2491964285714285 ---
5.74 12:13:38:17 Нийт:113 X:55 W:59 5.2535398230088495 +++
1.15 12:13:38:30 Нийт:114 X:56 W:59 5.217543859649123 ---
1 12:13:38:41 Нийт:115 X:57 W:59 5.180869565217391 ---
4.37 12:13:39:3 Нийт:116 X:57 W:60 5.1738793103448275 +++
2.38 12:13:39:21 Нийт:117 X:57 W:61 5.1499999999999995 +++
1.41 12:13:39:36 Нийт:118 X:58 W:61 5.118305084745762 ---
1.83 12:13:39:52 Нийт:119 X:59 W:61 5.0906722689075625 ---
3.61 12:13:40:13 Нийт:120 X:59 W:62 5.078333333333333 +++
1.75 12:13:40:29 Нийт:121 X:60 W:62 5.0508264462809915 ---
4.14 12:13:40:51 Нийт:122 X:60 W:63 5.043360655737705 +++
2.5 12:13:41:9 Нийт:123 X:60 W:64 5.022682926829268 +++
23.77 12:13:41:50 Нийт:124 X:60 W:65 5.1738709677419354 +++
1.92 12:13:42:6 Нийт:125 X:61 W:65 5.1478399999999995 ---
1.13 12:13:42:19 Нийт:126 X:62 W:65 5.11595238095238 ---
1.23 12:13:42:33 Нийт:127 X:63 W:65 5.085354330708661 ---
6.43 12:13:42:58 Нийт:128 X:63 W:66 5.095859374999999 +++
1 12:13:43:8 Нийт:129 X:64 W:66 5.064108527131782 ---
1.05 12:13:43:20 Нийт:130 X:65 W:66 5.033230769230768 ---
3.3 12:13:43:41 Нийт:131 X:65 W:67 5.019999999999999 +++
5.71 12:13:44:5 Нийт:132 X:65 W:68 5.025227272727271 +++
8.31 12:13:44:32 Нийт:133 X:65 W:69 5.049924812030073 +++
1.57 12:13:44:48 Нийт:134 X:66 W:69 5.023955223880596 ---
1.04 12:13:45:0 Нийт:135 X:67 W:69 4.994444444444443 ---
1 12:13:45:10 Нийт:136 X:68 W:69 4.965073529411763 ---
1.68 12:13:45:26 Нийт:137 X:69 W:69 4.941094890510947 ---
1.91 12:13:45:42 Нийт:138 X:70 W:69 4.919130434782606 ---
2.55 12:13:46:1 Нийт:139 X:70 W:70 4.90208633093525 +++
4.58 12:13:46:23 Нийт:140 X:70 W:71 4.899785714285712 +++
20.61 12:13:47:2 Нийт:141 X:70 W:72 5.011205673758863 +++
1.77 12:13:47:18 Нийт:142 X:71 W:72 4.988380281690139 ---
1.62 12:13:47:34 Нийт:143 X:72 W:72 4.964825174825172 ---
1.89 12:13:47:50 Нийт:144 X:73 W:72 4.94347222222222 ---
23.57 12:13:48:31 Нийт:145 X:73 W:73 5.071931034482756 +++
1.08 12:13:48:43 Нийт:146 X:74 W:73 5.044589041095889 ---
1.62 12:13:48:58 Нийт:147 X:75 W:73 5.021292517006801 ---
2.13 12:13:49:16 Нийт:148 X:75 W:74 5.001756756756755 +++
1.79 12:13:49:32 Нийт:149 X:76 W:74 4.980201342281878 ---
1.06 12:13:49:44 Нийт:150 X:77 W:74 4.954066666666664 ---
4.27 12:13:50:6 Нийт:151 X:77 W:75 4.9495364238410575 +++
1.27 12:13:50:20 Нийт:152 X:78 W:75 4.925328947368419 ---
6.42 12:13:50:45 Нийт:153 X:78 W:76 4.935098039215684 +++
3.28 12:13:51:5 Нийт:154 X:78 W:77 4.924350649350647 +++
5.39 12:13:51:29 Нийт:155 X:78 W:78 4.927354838709674 +++
1.15 12:13:51:42 Нийт:156 X:79 W:78 4.903141025641022 ---
1.73 12:13:51:58 Нийт:157 X:80 W:78 4.88292993630573 ---
1.45 12:13:52:13 Нийт:158 X:81 W:78 4.861202531645567 ---
2.5 12:13:52:31 Нийт:159 X:81 W:79 4.846352201257859 +++
1 12:13:52:42 Нийт:160 X:82 W:79 4.822312499999997 ---
1.15 12:13:52:54 Нийт:161 X:83 W:79 4.79950310559006 ---
6.43 12:13:53:20 Нийт:162 X:83 W:80 4.809567901234565 +++
8.75 12:13:53:48 Нийт:163 X:83 W:81 4.833742331288341 +++
1.12 12:13:54:1 Нийт:164 X:84 W:81 4.811097560975607 ---
2.07 12:13:54:18 Нийт:165 X:84 W:82 4.794484848484846 +++
1.82 12:13:54:34 Нийт:166 X:85 W:82 4.7765662650602385 ---
2.26 12:13:54:52 Нийт:167 X:85 W:83 4.761497005988022 +++
1.93 12:13:55:8 Нийт:168 X:86 W:83 4.744642857142854 ---
1.95 12:13:55:25 Нийт:169 X:87 W:83 4.7281065088757375 ---
2.63 12:13:55:44 Нийт:170 X:87 W:84 4.715764705882351 +++
1.48 12:13:55:59 Нийт:171 X:88 W:84 4.696842105263156 ---
8.45 12:13:56:26 Нийт:172 X:88 W:85 4.718662790697673 +++
1.29 12:13:56:40 Нийт:173 X:89 W:85 4.698843930635836 ---
2.6 12:13:56:59 Нийт:174 X:89 W:86 4.686781609195401 +++
1.53 12:13:57:14 Нийт:175 X:90 W:86 4.668742857142855 ---
1.06 12:13:57:26 Нийт:176 X:91 W:86 4.648238636363634 ---
2.92 12:13:57:45 Нийт:177 X:91 W:87 4.638474576271184 +++
1.68 12:13:58:1 Нийт:178 X:92 W:87 4.6218539325842665 ---
2.19 12:13:58:19 Нийт:179 X:92 W:88 4.608268156424579 +++
11.54 12:13:58:50 Нийт:180 X:92 W:89 4.646777777777775 +++
3.34 12:13:59:10 Нийт:181 X:92 W:90 4.639558011049721 +++
1.24 12:13:59:24 Нийт:182 X:93 W:90 4.620879120879119 ---
6.51 12:13:59:49 Нийт:183 X:93 W:91 4.631202185792347 +++
